NÂ°,Codigo Nacional,Codigo OACI,Nombre,Latitud,Longitud,Altitud (Mts),Altura Minima (Mts),Propietario,Fecha Creacion,Tipo,Clasificacion,Zona Geografica,Region,Emite METAR,Emite SYNOP,Paisaje,Operador
466,330029  ,,La Obra del Maipo,-33.60667,-70.51250,768,0,DMC,01-04-1912,Convencional,Pluviometrica,PreCordillera,Metropolitana de Santiago,No,No,"Sector Precordillerano con cerros de 2000 mtrs aprox de altura al Este a 1, 5 Km",Gustavo Cacciutolo Astorga
467,330030  ,SCSN,"Santo Domingo, Ad.",-33.65611,-71.61333,77,"1,7",DMC,01-08-1966,Mixta,Sinoptica Aeronautica,Litoral,Valparaiso,Si,Si,"Planicie Costera, cerro distante a 7 Km NE altura 400 Mtrs, parcela al norte a 200 Mtrs aprox.",Karina Pena (Anexo 3322)
468,330031  ,,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,40,"1,5",DMC,01-01-1901,Mixta,Sinoptica,Litoral,Valparaiso,No,Si,Sector Insular,Carlos Parra Arenas (Anexo 2883)
469,330032  ,,San Jose de Maipo,-33.63639,-70.35667,945,0,DMC,01-02-1974,Convencional,Pluviometrica,PreCordillera,Metropolitana de Santiago,No,No,"Sector Precordillerano, cercano al rio Maipo",Lucia Vera
470,330033  ,,Bocatoma los Maitenes,-33.53055,-70.26167,"1,155",0,DMC,01-01-1931,Convencional,Pluviometrica,PreCordillera,Metropolitana de Santiago,No,No,Sector rodeado de cadena montanosa.,Ricardo Shanon Valenzuela
471,330034  ,,Carmen Alto,-33.76667,-71.01667,200,0,DMC,01-07-1946,Convencional,Pluviometrica,Valle,Metropolitana de Santiago,No,No,Valle rodeado de cerros de aprox 800 mtrs de altura.,Marcial Molina
472,330035  ,,Colonia de Paine,-33.84750,-70.74861,377,0,DMC,01-05-1941,Convencional,Pluviometrica,Valle,Metropolitana de Santiago,No,No,Sector Agricola.,Rafael Freire Montero
473,330036  ,,Central Queltehues,-33.79306,-70.21972,"1,311",0,DMC,01-01-1931,Convencional,TermoPluviometrica,PreCordillera,Metropolitana de Santiago,No,No,"Sector Cordillerano (Sin operador, contacto SERGIO CABEZAS 6868111 )",Claudio Tapia Araya
474,330037  ,,Aculeo hacienda,-33.87611,-70.88333,380,0,DMC,01-05-1947,Convencional,Pluviometrica,Valle,Metropolitana de Santiago,No,No,"Valle , sector agricola",Guillermo Henriquez
475,330038  ,,Huelquen La Vega fundo,-33.84250,-70.67250,393,0,DMC,01-01-1949,Convencional,Pluviometrica,Valle,Metropolitana de Santiago,No,No,Sector de predios agricolas. 6 km al este cerro San Francisco,Sin operador
476,330039  ,,Chada hacienda,-33.90055,-70.66528,398,0,DMC,01-02-1940,Convencional,Pluviometrica,Valle,Metropolitana de Santiago,No,No,Sector agricola,Pablo Torres Salinas
477,330040  ,,Las Melosas,-33.90444,-70.19500,"1,543",0,DMC,01-01-1975,Convencional,TermoPluviometrica,Cordillera,Metropolitana de Santiago,No,No,Sector cordillerano.,Observador Las Melosas
478,330041  ,,Longovilo hacienda,-33.95667,-71.40194,171,0,DMC,01-06-1956,Convencional,TermoPluviometrica,Valle,Metropolitana de Santiago,No,No,Valle con cerros al Oeste de alturas de aprox. 500 mtrs .,Domingo Diaz Flores
479,330042  ,,Navidad,-33.95889,-71.82528,30,0,DMC,01-01-1963,Convencional,Pluviometrica,Litoral,Del Libertador Gral. Bernardo O'Higgins,No,No,"Cerro Navidad a 300 Mtrs al Oriente, y Estero Navidad a 60 mtrs al Oriente",Boris Castro Villegas
480,330043  ,,Huallilemu fundo,-33.41555,-71.63750,124,0,DMC,01-04-1948,Convencional,Pluviometrica,Litoral,Valparaiso,No,No,Sector forestal.,Ricardo Ramirez Yanez
481,330044  ,,San Juan de Llo-lleo,-33.64194,-71.57972,20,0,DMC,01-01-1963,Convencional,Pluviometrica,Litoral,Valparaiso,No,No,"Sector costero. 900 Mtrs al Oeste rio Maipo, costa 5 Km al Oeste.",Rodemil Molina Diaz
482,330045  ,,Las Majadas fundo,-33.57111,-71.52722,207,0,DMC,01-10-1963,Convencional,Pluviometrica,Secano Costero,Valparaiso,No,No,"Sector agricola, costa, 5 Km al Oeste Costa.",Varsovia Mimica Scarpa
483,330046  ,,Chacra Soloa,-33.63833,-70.76389,507,0,DMC,01-07-1975,Convencional,Pluviometrica,Valle,Metropolitana de Santiago,No,No,Sector rodeado de cerros a aprox. 4 a 5 Km,Jorge Cortes Urria
484,330047  ,,San Bernardo (Sr. Caviedes),-33.57778,-70.57778,562,0,DMC,01-09-1970,Convencional,Climatologica,Valle,Metropolitana de Santiago,No,No,"Sector urbano, Iglesia Pentecostal 540 Mtrs al Sur.",Miguel Caviedes Ponce
485,330048  ,,Universidad Federico Santa Maria,-33.03333,-71.58333,50,0,DMC,01-01-1974,Convencional,Pluviometrica,Litoral,Valparaiso,No,No,Sector urbano,Universidad Federico Santa Maria
486,330049  ,,Indus Quintay fundo,-33.18333,-71.66667,44,0,DMC,01-08-1970,Convencional,Pluviometrica,Litoral,Valparaiso,No,No,,Observador Fundo Indus Quintay
487,330050  ,,Farellones Ski club,-33.34944,-70.30722,"2,54",0,DMC,01-01-1978,Convencional,TermoPluviometrica,Cordillera,Metropolitana de Santiago,No,No,Sector cordillerano,Santiago Garcia S.
488,330051  ,,Tranque Lepe,-33.39444,-71.13000,215,0,DMC,01-06-1977,Convencional,Pluviometrica,Valle,Metropolitana de Santiago,No,No,Sector urbano,Gilberto Ovalle Perez
489,330052  ,,Universidad Catolica,-33.44306,-70.59194,540,0,DMC,19-08-1964,Convencional,Pluviometrica,Valle,Metropolitana de Santiago,No,No,"Ubicada en el sector oriente de la ciudad, rodeada de construciones habitacionales.",Funcionario de vigilancia de la Universidad.
490,330053  ,,El Olivar U.F. Santa Maria,-33.03778,-71.48667,139,0,DMC,01-01-1974,Convencional,Climatologica,Litoral,Valparaiso,No,No,Sector urbano.,Universidad Federico Sanyta Maria
491,330054  ,,Central Los Morros,-33.64778,-70.65667,598,0,DMC,01-01-1970,Convencional,TermoPluviometrica,Valle,Metropolitana de Santiago,No,No,"Valle, rodeado por cordillera de los Andes y Costa.",Claudio Navarro Pontigo
492,330055  ,,San Enrique de Bucalemu,-33.90000,-71.71667,160,0,DMC,01-01-1959,Convencional,Pluviometrica,Litoral,Valparaiso,No,No,Sector de valles con extensos predios agricolas.,Observador de San Enrique
493,330056  ,,Penaflor subcomisaria,-33.60778,-70.90194,378,0,DMC,01-01-1975,Convencional,Pluviometrica,Valle,Metropolitana de Santiago,No,No,"Sector urbano, Plaza de Penaflor 160 mtrs al SE.",Carabineros de Chile
494,330057  ,,San Gabriel reten,-33.78194,-70.24000,"1,259",0,DMC,01-07-1979,Convencional,Pluviometrica,PreCordillera,Metropolitana de Santiago,No,No,"Sector precordillerano, 200 mtrs al sur rio Maipo.",Carabineros de Chile
495,330058  ,,Villa el Alba,-33.40917,-70.54028,726,0,DMC,01-05-1977,Convencional,Pluviometrica,Valle,Metropolitana de Santiago,No,No,Sector urbano,Oscar Cobarruvias Aranda
496,330059  ,,San Antonio G.M.,-33.58333,-71.60000,50,0,DIRECTEMAR,01-05-1980,Convencional,Sinoptica,Litoral,Valparaiso,No,No,"Sector urbano, 130 mtrs al oeste, borde costero",Armada de Chile
497,330060  ,,Aculeo Rangue,-33.84722,-70.94722,371,0,DMC,01-01-1962,Convencional,Pluviometrica,Valle,Metropolitana de Santiago,No,No,Sector Agricola,Cristobal Letelier
498,330061  ,,Melipilla,-33.69250,-71.21555,177,0,DMC,01-01-1919,Convencional,AgroMeteorologica,Valle,Metropolitana de Santiago,No,No,"Sector urbano, rio Mapocho 3 km al sur.",Jose Barrera Gomez
499,330063  ,,"Los Almendros, La Florida",-33.54139,-70.59861,625,0,DMC,01-03-1985,Convencional,Pluviometrica,Valle,Metropolitana de Santiago,No,No,Zona urbana,Ana Maria Henriquez Manriquez
500,330064  ,,Lo Valdes,-33.83055,-70.05861,"1,94",0,DMC,01-12-1978,Convencional,Pluviometrica,Cordillera,Metropolitana de Santiago,No,No,Sector Cordillerano,Patricio Silva Silva
501,330065  ,,Los Tilos (INIA),-33.71167,-70.71194,525,0,INIA,01-11-1983,Automatica,Climatologica,Valle,Metropolitana de Santiago,No,No,"Valle rodeado de predios agricolas, rio Maipo 2 Km al NW.",Est. Automatica
502,330066  ,SCIR,"La Punta, Juan Fernandez Ad.",-33.66639,-78.93167,126,"1,5",DMC,01-01-1984,Automatica,Aeronautica,Litoral,Valparaiso,Si,No,"Llano rodeado de cerros de aprox 100 mtrs, suelo arido, sector rodeado de acantilados",Funcionario D.G.A.C.
503,330067  ,,Llo-Lleo,-33.60972,-71.60778,36,0,DMC,01-09-1985,Convencional,Pluviometrica,Litoral,Valparaiso,No,No,"Sector urbano, rio Maipo 1,8 Km al sur",Carmen Lopez Flores
504,330068  ,,Villa Paulina,-33.33361,-70.34000,"1,946",0,DMC,01-06-1980,Convencional,Pluviometrica,PreCordillera,Metropolitana de Santiago,No,No,Sector precordillerano,Funcionario CONAF
505,330069  ,,Quebrada del Lunes,-33.36778,-70.37028,"1,738",0,DMC,01-06-1980,Convencional,Pluviometrica,PreCordillera,Metropolitana de Santiago,No,No,Sector precordillerano.,Hugo Carrasco
506,330070  ,,Planta San Ramon,-33.46139,-70.52250,786,0,DMC,01-08-1988,Convencional,Pluviometrica,PreCordillera,Metropolitana de Santiago,No,No,Sector urbano,Oscar Robles V.
507,330071  ,,Talagante,-33.67028,-70.84944,390,0,DMC,01-10-1991,Automatica,Climatologica,Valle,Metropolitana de Santiago,No,No,Valle con cerro al Norte a aprox. 200 Mtrs,Est. automatica (Red Basica)- Jose Veas Espinoza - Felipe Garate
508,330072  ,,Pirque FDF (ex Raco),-33.67833,-70.58361,667,0,FDF,01-10-1992,Automatica,Climatologica,Valle,Metropolitana de Santiago,No,No,Sector agricola.,Est. Automatica FDF
509,330075  ,,Rio Clarillo,-33.72833,-70.49667,876,0,DMC,01-05-1991,Automatica,Climatologica,PreCordillera,Metropolitana de Santiago,No,No,Sector Precordillerano.,Est. automatica (Red Basica) Contacto: Eduardo Colipe Colipe.
510,330076  ,,Chorombo Hacienda,-33.52944,-71.22917,145,0,DMC,01-10-1991,Automatica,Climatologica,Valle,Metropolitana de Santiago,No,No,Sector agricola,Est. automatica( Red basica) contacto: Carolina Orellana-Felipe Carvacho
511,330077  ,,El Colorado,-33.35000,-70.29361,"2,75",0,DMC,14-05-1991,Automatica,Climatologica,Cordillera,Metropolitana de Santiago,No,No,Sector Cordillerano,Automatica (Red Basica)
512,330078  ,,Longovilo FDF (San Pedro),-33.94139,-71.39333,151,0,FDF,01-01-1992,Automatica,Climatologica,Secano Interior,Metropolitana de Santiago,No,No,Sector arido rodeado de cerros de aprox 500 mtrs de altura,Est. Automatica FDF
513,330081  ,,Polpaico,-33.12389,-70.82805,547,0,DMC,01-04-1992,Automatica,Climatologica,Valle,Metropolitana de Santiago,No,No,Ubicada Entre Frutales y Vinas,Maria Verdugo Lorca
514,330082  ,,Villa Alhue,-34.06389,-71.25194,136,0,DMC,01-04-1992,Convencional,AgroMeteorologica,Secano Interior,Metropolitana de Santiago,No,No,"Sector Agricola, rodeado de cerros de aprox 600 mtrs",Mauricio Galleguillos Nunez
515,330083  ,,Colina,-33.20389,-70.69778,569,0,DMC,01-05-1992,Convencional,AgroMeteorologica,Valle,Metropolitana de Santiago,No,No,Valle Central,Ariel Basualto Aranguiz
516,330084  ,,Paine,-33.79611,-70.77305,402,0,DMC,01-04-1992,Convencional,AgroMeteorologica,Valle,Metropolitana de Santiago,No,No,"Sector agricola, 4 Km al NW rio Maipo.",David Sandoval
517,330085  ,,Nido de Aguilas,-33.35250,-70.50167,887,0,DMC,01-09-1992,Convencional,TermoPluviometrica,PreCordillera,Metropolitana de Santiago,No,No,Ubicado en faldeos de cerros de aprox.1000 mtrs altura.,Guardia de turno
518,330088  ,,Olmue,-33.02194,-71.18639,155,0,FDF,01-12-1992,Automatica,Climatologica,Valle,Valparaiso,No,No,"Rodeado de cerros a 4 Km al Norte y a 3 Km al Oeste, sector agricola",Adrian Leiva Sorricueta
519,330089  ,,Casablanca (Fundo Nuevo Mundo),-33.36417,-71.28917,327,0,DMC,08-12-1992,Convencional,AgroMeteorologica,Secano Costero,Valparaiso,No,No,Valle rodeado de cerros de aprox. 800 mtrs de altura. Cuesta Zapata 2 Km al Sur.,Marcelo Vasquez Zuniga
520,330090  ,,"Casablanca, Casas del Bosque",-33.31861,-71.43555,265,0,FDF,09-05-1994,Automatica,Climatologica,Secano Costero,Valparaiso,No,No,Valle rodeado de predios agricolas.,Alvaro Echiburu
521,330093  ,,Hospital,-33.88722,-70.73111,394,0,DMC,01-10-1999,Convencional,AgroMeteorologica,Valle,Metropolitana de Santiago,No,No,"Cerros 1,5 km al Este de aprox 1 km, sector agricola.",Washington Lelas Pereira
522,330095  ,,Central Alfalfal,-33.50111,-70.19278,"1,363",0,DMC,01-08-1999,Convencional,TermoPluviometrica,PreCordillera,Metropolitana de Santiago,No,No,Sector precordillerano,Funcionario Central
523,330110  ,,Cardenal Samore (estacion referencial),-33.53305,-70.59694,616,0,DMC,01-07-2009,Convencional,TermoPluviometrica,Valle,Metropolitana de Santiago,No,No,"Ubicada en Zona Urbana, Region Metropolitana",Rafael Martinez Gonzalez
524,330111  ,,Lo Prado Cerro San Francisco,-33.45806,-70.94861,"1,068",0,DMC,07-08-2012,Automatica,Climatologica,PreCordillera,Metropolitana de Santiago,No,No,Sector rodeado de cerros de 1.000 mtrs de altura aprox.,Automatica (Red Basica)
525,330112  ,,San Jose Guayacan,-33.61528,-70.35055,928,0,DMC,05-12-2012,Automatica,Climatologica,PreCordillera,Metropolitana de Santiago,No,No,Sector precordillerano.,Automatica (Red Basica)
526,330113  ,,El Paico,-33.70639,-71.00805,275,0,DMC,21-03-2013,Automatica,Climatologica,Valle,Metropolitana de Santiago,No,No,"Sector agricola, autopista El Sol 30 mtrs al sur, rio Mapocho 500 mtrs al oeste.",Automatica (Red Basica)
527,330114  ,,San Pablo - DASA,-33.44222,-70.74667,490,0,DMC,01-06-2013,Automatica,Climatologica,Valle,Metropolitana de Santiago,No,No,Sector urbano,Est. Automatica (Red Basica)
528,330115  ,,NOS Aguas Andinas,-33.62083,-70.71444,555,0,DMC,01-07-2008,Automatica,Pluviometrica,Valle,Metropolitana de Santiago,No,No,Sector urbano.,Automatica
529,330116  ,,Arrayan Aguas Andinas,-33.33611,-70.46444,"1,008",0,DMC,01-08-2008,Automatica,Pluviometrica,PreCordillera,Metropolitana de Santiago,No,No,Sector cordillerano.,Automatica
530,330117  ,,Las Vizcachas Aguas Andinas,-33.59611,-70.53861,730,0,DMC,01-07-2008,Automatica,Pluviometrica,Valle,Metropolitana de Santiago,No,No,"Al SO predios agricolas. al oeste sector urbano, 2 km al NE Las Vizcachas.",Automatica
531,330118  ,,Lo Pinto,-33.26805,-70.73222,512,0,DMC,01-10-2013,Automatica,Climatologica,Valle,Metropolitana de Santiago,No,No,"Sector rodeado de predios agricolas, ubicada en recinto de bomberos.",Automatica (Medio Ambiente/D.M.C)
532,330119  ,,Valle Nevado ( Radiacion UV),-33.35361,-70.24972,"3,015",0,DMC,01-09-2006,Automatica,Radiometrica,PreCordillera,Metropolitana de Santiago,No,No,Sector precordillerano.,Automatica
533,330120  ,,Valparaiso (Gob. Maritima - Radiacion UV),-33.03833,-71.62917,28,0,DMC,01-02-2002,Automatica,Radiometrica,Litoral,Valparaiso,No,No,Sector urbano,Automatica
534,330121  ,,Curacavi Ad.,-33.41111,-71.16778,208,0,DMC,01-07-2015,Automatica,Climatologica,Valle,Metropolitana de Santiago,No,No,"Valle rodeado de cerros de aprox 500 mtrs, sector arido",Automatica (Red Basica)
535,330122  ,,"Aguas Andinas, La Florida",-33.54500,-70.54833,670,0,DMC,23-05-2016,Automatica,Climatologica,PreCordillera,Metropolitana de Santiago,No,No,"Sector urbano, al oeste a 2 km cerros de aprox. 1000 mtrs",Automatica (Red Basica)
536,330123  ,,Las Salinas,-33.00250,-71.54694,20,0,DGA,01-08-2013,Automatica,Climatologica,Litoral,Valparaiso,No,No,"Sector urbano, ubicado a 300 mtrs del borde costero",Est. Automatica
537,330124  ,,Rungue embalse,-33.01889,-70.90833,715,0,DGA,01-05-1943,Automatica,Climatologica,Valle,Valparaiso,No,No,"Valle rodeado de cerros de aprox. 150 mtrs de altura, 1,9 km al NE pueblo de Rungue.",Est. Automatica
538,330125  ,,Valparaiso,-33.04083,-71.60444,44,0,DGA,01-06-2016,Automatica,Climatologica,Litoral,Valparaiso,No,No,Sector urbano a 200 mtrs al NW borde costero,Est. Automatica
539,330126  ,,Rodelillo DGA,-33.05056,-71.58417,110,0,DGA,01-08-1971,Automatica,Climatologica,Litoral,Valparaiso,No,No,"Sector urbano, 2,8 km al NW borde costero.",Est. Automatica
540,330127  ,,Cerro Colorado Armada de Chile,-33.08194,-71.61694,510,0,DGA,01-05-2014,Automatica,Climatologica,Litoral,Valparaiso,No,No,"Sector de cerros de aprox 500 mtrs altura con abundante vegetacion, 4 km al sur borde costero",Est. Automatica
541,330128  ,,Lliu Lliu embalse,-33.09778,-71.21361,263,0,DGA,01-01-1978,Automatica,Climatologica,Valle,Valparaiso,No,No,"Valle rodeado de cerros de aprox. 200 mtrs, ubicada en Enmalse Lliu Lliu",Est. Automatica
542,330129  ,,Lago Penuelas,-33.14500,-71.55611,360,0,DGA,01-01-1974,Automatica,Climatologica,Litoral,Valparaiso,No,No,"Sector de abundante vegetacion, ubicada en Placilla, 260 mtrs al SE lago penuelas",Est. Automatica
543,330130  ,,Rio San Francisco antes Junta Yerba Loca,-33.30861,-70.35722,"1,55",0,DGA,01-02-2013,Automatica,Climatologica,Cordillera,Metropolitana de Santiago,No,No,"Sector cordillerano, 11 al SE El Colorado",Est. Automatica
544,330131  ,,Hacienda Lampa,-33.28417,-70.84889,493,0,INIA,01-03-2016,Automatica,Climatologica,Valle,Metropolitana de Santiago,No,No,Sector rural con abundantes predios agricolas,Est. Automatica
545,330132  ,,Estero Arrayan en la Montosa,-33.32889,-70.45944,"1,048",0,DGA,01-04-2013,Automatica,Climatologica,PreCordillera,Metropolitana de Santiago,No,No,Sector precordillerano rodeado con cerros de aprox. 400 mtrs altura,Est. Automatica
546,330133  ,,Yerba loca ant. jta. San Francisco,-33.34444,-70.36389,"1,33",0,DGA,01-06-2009,Automatica,Climatologica,Cordillera,Metropolitana de Santiago,No,No,"Sector Cordillerano, lugar rodeado de cumbres de aprox. 700 mtrs de altura.",Est. Automatica
547,330134  ,,Rio Mapocho en Los Almendros,-33.37055,-70.45111,993,0,DGA,01-08-1999,Automatica,Climatologica,PreCordillera,Metropolitana de Santiago,No,No,"Sector precordillerano, lugar rodeado de cerros de aprox 800 mtrs altura",Est. Automatica
548,330135  ,,Rio Molina antes j San Francisco,-33.37361,-70.39639,"1,153",0,DGA,01-11-2009,Automatica,Climatologica,PreCordillera,Metropolitana de Santiago,No,No,"Sector cordillerano, ubicada a menos de 100 mtrs de rio molina",Est. Automatica
549,330136  ,,Cerro Calan DGA,-33.39500,-70.53667,851,0,DGA,01-11-1975,Automatica,Climatologica,Valle,Metropolitana de Santiago,No,No,"Sector urbano, Cerro ubicado en Las Condes, observatorio Cerro calan",Est. Automatica
550,330137  ,,Quebrada Ramon en recinto EMOS,-33.43305,-70.51444,869,0,DGA,01-04-1980,Automatica,Climatologica,PreCordillera,Metropolitana de Santiago,No,No,"Sector precordillerano, con cerros al sur y al norte de aprox 200 mtrs altura.",Est. Automatica
551,330138  ,,Los Panguiles,-33.43889,-71.02528,197,0,DGA,01-11-1980,Automatica,Climatologica,Valle,Metropolitana de Santiago,No,No,"Sector rural con predios agricolas, ubicada en panguiles",Est. Automatica
552,330139  ,,Algarrobo,-33.43917,-71.62389,130,0,DGA,01-05-2012,Automatica,Climatologica,Litoral,Valparaiso,No,No,"Sector urbano, 6 km al oeste borde costero",Est. Automatica
553,330140  ,,Terraza ofcs. centrales DGA,-33.44861,-70.64417,566,0,DGA,01-06-1960,Automatica,Climatologica,Valle,Metropolitana de Santiago,No,No,Sector Urbano (Region Metropolitana),Est. Automatica
554,330141  ,,Rinconada - U. de Chile,-33.49722,-70.84556,462,0,INIA,01-04-2016,Automatica,Climatologica,Valle,Metropolitana de Santiago,No,No,"Sector rural, 1,3 km al SE predios agricolas",Est. Automatica
555,330142  ,,Rio Colorado antes Junta Rio Olivares,-33.49305,-70.13750,"1,587",0,DGA,01-04-2013,Automatica,Climatologica,Cordillera,Metropolitana de Santiago,No,No,"Sector cordillerano, lugar rodeado de cumbres de mas de 1.000 altura.",Est. Automatica
556,330143  ,,Rio Olivares a/j rio Colorado,-33.49528,-70.13722,"1,547",0,DGA,01-04-2013,Automatica,Climatologica,Cordillera,Metropolitana de Santiago,No,No,"Sector cordillerano, lugar con cumbres de mas de 1.000 mtrs altura",Est. Automatica
557,330144  ,,Quebrada de Macul,-33.50083,-70.51417,965,0,DGA,23-07-2013,Automatica,Climatologica,PreCordillera,Metropolitana de Santiago,No,No,"Sector precordillerano, ubicada en Quebrada de Macul",Est. Automatica
558,330145  ,,Rio Maipo en el Manzano,-33.59750,-70.37944,890,0,DGA,01-03-2010,Automatica,Climatologica,PreCordillera,Metropolitana de Santiago,No,No,"Sector cordillerano, ubicada en valle rodeado de cumbres de aprox. 700 mtrs de altura.",Est. Automatica
559,330146  ,,Laguna Negra - DCP,-33.66583,-70.10778,"2,78",0,DGA,01-07-1965,Automatica,Climatologica,Cordillera,Metropolitana de Santiago,No,No,"sector cordillerano, 2 km al ENE Embalse el Yeso, 1 km al NW Laguna Negra",Est. Automatica
560,330147  ,,Estero Puangue en Ruta 78,-33.66139,-71.33694,108,0,DGA,01-04-1989,Automatica,Climatologica,Valle,Metropolitana de Santiago,No,No,"Sector rural con predios agricolas,",Est. Automatica
561,330148  ,,Pirque DGA,-33.67389,-70.58667,666,0,DGA,01-10-1967,Automatica,Climatologica,PreCordillera,Metropolitana de Santiago,No,No,"Sector rural con predios agricolas, ubicada en Pirque",Est. Automatica
562,330149  ,,El Yeso Embalse,-33.67583,-70.08889,"2,478",0,DGA,01-04-1962,Automatica,Climatologica,Cordillera,Metropolitana de Santiago,No,No,"Sector cordillerano, 500 mtrs al SW refugio el Yeso, 1 km al NE Embalse el Yeso",Est. Automatica
